product_id,product_name,category,stock_quantity,daily_sales,days_to_expiry,price,branch_id
577,Product_577,Snacks,135,15,51,100.75,1
578,Product_578,Vegetables,301,43,5,333.55,3
579,Product_579,Vegetables,320,32,10,20.26,2
580,Product_580,Beverages,576,32,28,450.46,1
581,Product_581,Beverages,80,8,25,488.24,1
582,Product_582,Dairy,75,15,49,135.15,1
583,Product_583,Fruits,64,4,41,325.51,2
584,Product_584,Beverages,60,10,12,242.42,2
585,Product_585,Dairy,30,2,53,460.95,1
586,Product_586,Vegetables,64,16,11,31.43,1
587,Product_587,Frozen,170,17,18,120.06,3
588,Product_588,Fruits,250,25,59,279.55,2
589,Product_589,Beverages,350,25,32,253.06,1
590,Product_590,Fruits,245,49,58,409.81,1
591,Product_591,Fruits,741,39,12,460.27,3
592,Product_592,Fruits,270,18,21,489.41,3
593,Product_593,Dairy,460,46,46,390.46,3
594,Product_594,Fruits,572,44,22,379.06,3
595,Product_595,Dairy,375,25,18,62.89,1
596,Product_596,Snacks,357,21,52,410.71,2
597,Product_597,Vegetables,527,31,51,83.83,3
598,Product_598,Bakery,660,44,22,275.7,2
599,Product_599,Vegetables,165,33,54,286.86,3
600,Product_600,Vegetables,261,29,44,321.78,2
601,Product_601,Bakery,629,37,8,236.16,1
602,Product_602,Frozen,160,16,1,373.44,3
603,Product_603,Vegetables,9,3,4,58.6,3
604,Product_604,Snacks,384,32,34,109.98,2
605,Product_605,Fruits,160,10,39,311.34,2
606,Product_606,Vegetables,22,2,48,394.06,3
607,Product_607,Bakery,432,36,26,421.58,1
608,Product_608,Bakery,228,12,14,109.22,3
609,Product_609,Beverages,442,34,16,82.96,1
610,Product_610,Dairy,42,6,58,190.47,1
611,Product_611,Bakery,48,4,24,116.43,3
612,Product_612,Beverages,182,26,38,212.18,2
613,Product_613,Beverages,360,40,21,24.24,1
614,Product_614,Frozen,276,46,57,199.96,1
615,Product_615,Dairy,153,17,4,259.95,3
616,Product_616,Frozen,21,3,16,120.46,2
617,Product_617,Snacks,16,4,30,404.44,2
618,Product_618,Frozen,589,31,46,83.01,1
619,Product_619,Bakery,360,24,12,394.6,3
620,Product_620,Bakery,228,38,19,225.7,1
621,Product_621,Snacks,684,36,55,125.57,3
622,Product_622,Frozen,833,49,11,369.47,1
623,Product_623,Fruits,135,45,17,322.4,3
624,Product_624,Fruits,360,20,47,67.98,2
625,Product_625,Frozen,102,6,14,376.14,2
626,Product_626,Snacks,429,39,26,298.01,2
627,Product_627,Snacks,50,10,13,353.12,3
628,Product_628,Frozen,450,30,6,263.86,2
629,Product_629,Dairy,540,45,35,220.53,3
630,Product_630,Frozen,35,5,20,403.3,1
631,Product_631,Dairy,70,10,36,75.41,3
632,Product_632,Fruits,36,4,39,253.27,1
633,Product_633,Fruits,6,1,6,38.07,2
634,Product_634,Dairy,644,46,57,378.17,3
635,Product_635,Beverages,144,24,21,43.79,3
636,Product_636,Bakery,528,44,30,27.78,1
637,Product_637,Dairy,35,7,55,454.06,3
638,Product_638,Bakery,180,10,16,382.11,2
639,Product_639,Vegetables,630,42,6,42.03,3
640,Product_640,Dairy,270,45,56,32.79,2
641,Product_641,Fruits,234,18,57,179.5,3
642,Product_642,Frozen,297,33,6,450.92,1
643,Product_643,Bakery,234,18,20,72.71,3
644,Product_644,Snacks,432,48,21,35.61,1
645,Product_645,Bakery,704,44,57,252.3,3
646,Product_646,Vegetables,147,21,3,365.33,1
647,Product_647,Snacks,703,37,19,161.26,3
648,Product_648,Snacks,294,21,57,99.68,1
649,Product_649,Dairy,198,33,42,53.53,3
650,Product_650,Bakery,66,22,17,490.45,3
651,Product_651,Frozen,442,34,41,397.93,3
652,Product_652,Beverages,931,49,34,50.05,3
653,Product_653,Frozen,24,6,1,220.03,1
654,Product_654,Dairy,20,5,22,426.49,1
655,Product_655,Bakery,24,2,34,432.37,2
656,Product_656,Snacks,546,39,24,395.62,2
657,Product_657,Beverages,456,38,35,35.46,3
658,Product_658,Beverages,441,49,21,90.71,3
659,Product_659,Bakery,64,4,52,264.5,2
660,Product_660,Beverages,680,40,22,89.19,3
661,Product_661,Frozen,154,14,40,492.64,1
662,Product_662,Bakery,494,26,2,41.95,1
663,Product_663,Dairy,30,3,44,273.96,2
664,Product_664,Fruits,280,35,39,331.82,2
665,Product_665,Snacks,325,25,19,226.13,1
666,Product_666,Vegetables,154,11,10,56.08,2
667,Product_667,Frozen,308,28,36,145.46,1
668,Product_668,Bakery,88,8,47,105.96,1
669,Product_669,Fruits,460,46,18,87.4,2
670,Product_670,Bakery,160,20,12,91.36,3
671,Product_671,Snacks,80,16,45,454.01,3
672,Product_672,Beverages,430,43,38,78.95,2
673,Product_673,Bakery,10,1,37,368.99,2
674,Product_674,Frozen,624,48,37,225.76,3
675,Product_675,Snacks,96,6,54,429.87,3
676,Product_676,Bakery,126,9,11,257.55,1
677,Product_677,Beverages,48,16,45,492.21,2
678,Product_678,Bakery,315,21,34,91.32,3
679,Product_679,Bakery,266,38,25,55.58,2
680,Product_680,Fruits,16,4,26,48.91,2
681,Product_681,Bakery,25,5,28,430.51,1
682,Product_682,Beverages,304,38,19,382.2,1
683,Product_683,Beverages,44,11,47,329.32,1
684,Product_684,Frozen,36,9,22,415.84,2
685,Product_685,Frozen,504,28,21,65.34,3
686,Product_686,Fruits,78,26,21,215.86,3
687,Product_687,Vegetables,374,34,51,230.67,2
688,Product_688,Vegetables,198,11,22,371.65,3
689,Product_689,Snacks,572,44,30,489.76,3
690,Product_690,Snacks,105,35,20,372.25,3
691,Product_691,Vegetables,136,34,35,346.3,2
692,Product_692,Bakery,476,28,39,91.89,2
693,Product_693,Dairy,60,20,8,45.61,3
694,Product_694,Dairy,18,3,58,261.2,1
695,Product_695,Fruits,646,38,21,26.26,1
696,Product_696,Beverages,736,46,36,436.89,2
697,Product_697,Beverages,429,39,35,38.96,1
698,Product_698,Beverages,45,15,6,338.66,1
699,Product_699,Vegetables,92,23,56,195.96,1
700,Product_700,Fruits,84,14,53,277.86,3
701,Product_701,Beverages,560,35,59,217.05,2
702,Product_702,Bakery,250,25,24,23.32,1
703,Product_703,Frozen,684,38,57,153.19,3
704,Product_704,Fruits,36,3,19,404.4,2
705,Product_705,Beverages,300,20,7,314.46,2
706,Product_706,Dairy,153,9,52,65.16,3
707,Product_707,Frozen,228,38,40,139.02,3
708,Product_708,Vegetables,27,9,56,149.08,2
709,Product_709,Vegetables,182,14,53,155.65,1
710,Product_710,Frozen,154,14,4,41.6,3
711,Product_711,Vegetables,280,28,2,337.22,1
712,Product_712,Bakery,506,46,56,100.81,3
713,Product_713,Snacks,304,16,48,26.99,3
714,Product_714,Vegetables,455,35,46,429.29,3
715,Product_715,Bakery,147,21,48,417.37,3
716,Product_716,Beverages,42,3,33,371.41,2
717,Product_717,Dairy,99,9,4,435.59,3
718,Product_718,Frozen,102,34,8,263.55,3
719,Product_719,Beverages,470,47,12,456.23,2
720,Product_720,Vegetables,782,46,15,304.94,2
721,Product_721,Vegetables,260,26,21,319.34,2
722,Product_722,Dairy,120,20,55,261.06,3
723,Product_723,Frozen,168,28,22,395.51,2
724,Product_724,Snacks,42,3,2,143.07,1
725,Product_725,Bakery,297,27,1,141.79,1
726,Product_726,Snacks,304,38,22,134.65,3
727,Product_727,Dairy,238,17,6,32.37,2
728,Product_728,Snacks,96,8,1,230.73,3
729,Product_729,Fruits,855,45,35,106.09,3
730,Product_730,Frozen,630,35,45,242.4,1
731,Product_731,Dairy,735,49,38,428.53,3
732,Product_732,Snacks,490,49,43,423.52,2
733,Product_733,Vegetables,297,33,21,224.88,1
734,Product_734,Snacks,546,42,54,466.56,1
735,Product_735,Fruits,63,9,49,312.36,3
736,Product_736,Vegetables,216,24,55,438.37,1
737,Product_737,Bakery,169,13,46,496.48,1
738,Product_738,Bakery,208,13,45,203.34,1
739,Product_739,Beverages,616,44,8,454.73,2
740,Product_740,Frozen,630,45,48,155.4,1
741,Product_741,Beverages,234,26,28,412.39,3
742,Product_742,Vegetables,128,8,23,361.61,1
743,Product_743,Fruits,893,47,47,437.08,2
744,Product_744,Dairy,72,18,4,198.08,3
745,Product_745,Dairy,252,36,19,302.2,2
746,Product_746,Fruits,760,40,33,208.08,2
747,Product_747,Dairy,165,15,39,212.21,3
748,Product_748,Vegetables,319,29,10,187.34,2
749,Product_749,Dairy,165,11,10,256.06,3
750,Product_750,Frozen,81,9,28,94.21,3
751,Product_751,Beverages,24,6,29,42.56,2
752,Product_752,Bakery,160,16,2,15.74,1
753,Product_753,Snacks,60,12,43,248.14,2
754,Product_754,Fruits,765,45,26,455.97,1
755,Product_755,Snacks,392,49,28,199.82,3
756,Product_756,Frozen,258,43,35,48.03,2
757,Product_757,Vegetables,72,9,58,299.24,3
758,Product_758,Bakery,176,44,32,412.99,3
759,Product_759,Snacks,392,28,15,382.08,2
760,Product_760,Snacks,230,23,11,295.28,1
761,Product_761,Fruits,108,36,24,193.53,2
762,Product_762,Fruits,196,28,7,79.87,3
763,Product_763,Vegetables,3,1,47,85.69,3
764,Product_764,Dairy,348,29,18,322.08,3
765,Product_765,Beverages,731,43,31,397.94,2
766,Product_766,Beverages,209,11,49,341.79,3
767,Product_767,Beverages,50,5,34,422.44,1
768,Product_768,Vegetables,96,12,1,61.58,1
769,Product_769,Vegetables,735,49,50,247.94,3
770,Product_770,Bakery,120,24,11,76.54,1
771,Product_771,Frozen,416,26,54,463.56,3
772,Product_772,Fruits,324,27,51,21.44,1
773,Product_773,Bakery,180,15,37,419.39,3
774,Product_774,Dairy,444,37,37,242.26,1
775,Product_775,Fruits,36,6,18,415.09,2
776,Product_776,Frozen,735,49,59,480.96,2
777,Product_777,Fruits,255,17,32,176.79,3
778,Product_778,Frozen,28,4,37,244.16,1
779,Product_779,Fruits,52,13,45,383.33,1
780,Product_780,Snacks,115,23,42,415.14,3
781,Product_781,Frozen,855,45,21,177.8,3
782,Product_782,Bakery,616,44,11,283.28,3
783,Product_783,Vegetables,5,1,13,316.85,1
784,Product_784,Snacks,66,11,51,393.37,3
785,Product_785,Snacks,350,35,22,288.99,3
786,Product_786,Frozen,133,19,39,203.62,2
787,Product_787,Frozen,196,28,17,358.33,1
788,Product_788,Bakery,76,19,11,183.2,1
789,Product_789,Beverages,658,47,54,74.02,3
790,Product_790,Fruits,99,11,28,38.29,2
791,Product_791,Beverages,220,20,46,26.89,2
792,Product_792,Bakery,114,6,51,236.71,2
793,Product_793,Snacks,672,48,44,379.76,3
794,Product_794,Frozen,36,6,38,266.0,2
795,Product_795,Fruits,408,24,27,260.52,3
796,Product_796,Bakery,272,17,27,209.72,3
797,Product_797,Fruits,799,47,4,405.23,1
798,Product_798,Vegetables,630,35,9,39.14,2
799,Product_799,Fruits,855,45,17,425.01,3
800,Product_800,Vegetables,320,32,19,162.83,1
801,Product_801,Frozen,21,3,13,486.05,2
802,Product_802,Frozen,558,31,50,243.65,2
803,Product_803,Bakery,377,29,3,349.34,1
804,Product_804,Fruits,756,42,12,404.17,3
805,Product_805,Snacks,120,24,56,269.0,2
806,Product_806,Fruits,510,30,35,498.93,3
807,Product_807,Bakery,152,8,40,154.36,2
808,Product_808,Dairy,35,7,1,177.47,2
809,Product_809,Beverages,111,37,15,80.0,1
810,Product_810,Vegetables,400,40,5,412.74,3
811,Product_811,Snacks,27,9,36,353.02,2
812,Product_812,Dairy,440,40,34,48.05,1
813,Product_813,Beverages,32,4,11,180.92,2
814,Product_814,Snacks,48,3,13,474.37,1
815,Product_815,Vegetables,510,34,19,266.06,1
816,Product_816,Snacks,64,16,40,65.34,3
817,Product_817,Beverages,408,34,16,244.35,1
818,Product_818,Beverages,8,2,26,207.41,3
819,Product_819,Beverages,188,47,39,206.64,2
820,Product_820,Beverages,368,23,56,208.5,1
821,Product_821,Bakery,243,27,53,422.69,3
822,Product_822,Bakery,187,17,30,489.7,1
823,Product_823,Fruits,399,21,55,256.51,2
824,Product_824,Frozen,120,10,36,316.14,3
825,Product_825,Frozen,320,20,50,359.84,3
826,Product_826,Vegetables,408,24,22,286.01,3
827,Product_827,Beverages,60,4,59,389.92,3
828,Product_828,Vegetables,252,18,55,87.73,3
829,Product_829,Frozen,136,34,11,143.06,2
830,Product_830,Bakery,833,49,57,10.07,3
831,Product_831,Fruits,232,29,17,40.72,1
832,Product_832,Frozen,88,8,6,130.94,1
833,Product_833,Snacks,377,29,57,186.51,2
834,Product_834,Dairy,209,19,27,434.61,3
835,Product_835,Frozen,24,4,18,447.02,1
836,Product_836,Snacks,247,13,6,194.89,2
837,Product_837,Bakery,84,12,17,346.64,1
838,Product_838,Beverages,78,26,27,423.68,2
839,Product_839,Beverages,170,10,23,134.57,1
840,Product_840,Beverages,645,43,37,483.36,3
841,Product_841,Bakery,572,44,17,341.29,2
842,Product_842,Frozen,275,25,21,242.95,1
843,Product_843,Bakery,266,19,37,33.61,2
844,Product_844,Dairy,666,37,39,255.2,2
845,Product_845,Bakery,205,41,47,64.38,3
846,Product_846,Bakery,70,14,44,11.41,2
847,Product_847,Beverages,77,7,13,214.09,2
848,Product_848,Snacks,78,13,31,362.63,3
849,Product_849,Frozen,99,9,38,241.42,1
850,Product_850,Dairy,66,22,36,342.13,1
851,Product_851,Snacks,675,45,34,203.42,2
852,Product_852,Beverages,72,8,36,371.91,3
853,Product_853,Snacks,224,28,44,35.58,2
854,Product_854,Snacks,280,28,54,107.62,2
855,Product_855,Bakery,468,36,35,336.76,1
856,Product_856,Bakery,588,49,53,141.12,2
857,Product_857,Snacks,160,10,13,195.76,2
858,Product_858,Bakery,96,24,22,357.6,3
859,Product_859,Fruits,168,14,35,251.5,3
860,Product_860,Dairy,376,47,17,453.97,1
861,Product_861,Frozen,312,24,25,482.11,2
862,Product_862,Beverages,208,26,1,162.81,2
863,Product_863,Snacks,504,28,47,117.7,1
864,Product_864,Vegetables,392,28,27,291.92,1
865,Product_865,Beverages,714,42,30,190.19,2
866,Product_866,Vegetables,296,37,7,18.6,3
867,Product_867,Snacks,75,25,55,263.8,2
868,Product_868,Snacks,216,12,16,156.9,1
869,Product_869,Bakery,540,36,7,440.84,1
870,Product_870,Dairy,117,9,8,393.77,3
871,Product_871,Vegetables,250,25,45,205.02,1
872,Product_872,Dairy,40,4,3,357.97,3
873,Product_873,Bakery,116,29,34,247.2,2
874,Product_874,Bakery,210,15,26,295.28,1
875,Product_875,Frozen,440,40,55,394.74,1
876,Product_876,Bakery,416,32,15,285.03,1
877,Product_877,Fruits,242,22,17,120.44,1
878,Product_878,Snacks,396,44,42,449.08,2
879,Product_879,Frozen,300,25,59,293.37,3
880,Product_880,Beverages,165,11,53,268.36,3
881,Product_881,Vegetables,68,4,31,340.32,2
882,Product_882,Bakery,129,43,49,474.22,3
883,Product_883,Bakery,646,38,31,356.78,1
884,Product_884,Dairy,494,26,50,13.84,2
885,Product_885,Fruits,533,41,56,75.79,2
886,Product_886,Frozen,152,38,15,183.59,2
887,Product_887,Vegetables,336,21,5,314.25,2
888,Product_888,Beverages,352,22,10,98.35,1
889,Product_889,Vegetables,155,31,30,433.34,2
890,Product_890,Frozen,112,8,45,34.49,2
891,Product_891,Bakery,627,33,48,497.54,1
892,Product_892,Bakery,154,11,6,63.36,1
893,Product_893,Frozen,20,4,48,209.27,1
894,Product_894,Vegetables,364,26,11,234.89,3
895,Product_895,Dairy,144,18,54,16.38,1
896,Product_896,Snacks,36,6,44,398.37,1
897,Product_897,Snacks,646,34,43,203.65,1
898,Product_898,Dairy,64,16,34,381.08,1
899,Product_899,Beverages,156,13,8,388.81,2
900,Product_900,Snacks,612,36,30,323.9,2
901,Product_901,Beverages,741,39,59,480.48,3
902,Product_902,Fruits,308,22,9,419.35,1
903,Product_903,Snacks,252,36,28,463.84,2
904,Product_904,Beverages,546,42,21,118.82,3
905,Product_905,Dairy,160,40,55,367.14,1
906,Product_906,Dairy,189,27,27,24.29,2
907,Product_907,Vegetables,42,3,13,10.22,2
908,Product_908,Vegetables,396,36,54,204.94,1
909,Product_909,Bakery,108,27,51,252.39,2
910,Product_910,Snacks,225,25,49,321.37,1
911,Product_911,Frozen,100,20,35,475.96,3
912,Product_912,Snacks,432,27,17,395.9,1
913,Product_913,Dairy,174,29,1,127.8,1
914,Product_914,Beverages,390,26,20,59.88,2
915,Product_915,Beverages,130,10,41,29.08,2
916,Product_916,Frozen,19,1,22,434.72,1
917,Product_917,Beverages,495,45,29,221.38,2
918,Product_918,Beverages,55,11,12,381.8,2
919,Product_919,Frozen,285,19,7,448.11,1
920,Product_920,Frozen,70,7,5,215.53,3
921,Product_921,Beverages,48,4,20,253.79,2
922,Product_922,Snacks,450,45,41,154.89,1
923,Product_923,Frozen,432,48,46,111.47,3
924,Product_924,Beverages,162,27,58,470.98,3
925,Product_925,Beverages,111,37,3,56.58,2
926,Product_926,Beverages,270,27,36,349.87,3
927,Product_927,Snacks,288,24,4,84.28,2
928,Product_928,Snacks,735,49,5,201.99,2
929,Product_929,Snacks,328,41,37,364.33,2
930,Product_930,Bakery,360,40,39,159.06,2
931,Product_931,Beverages,100,20,51,35.43,3
932,Product_932,Fruits,56,4,38,368.55,1
933,Product_933,Bakery,612,36,41,425.73,2
934,Product_934,Fruits,161,23,25,133.88,2
935,Product_935,Fruits,252,14,59,499.78,1
936,Product_936,Vegetables,324,36,16,379.58,1
937,Product_937,Fruits,210,21,49,196.54,3
938,Product_938,Beverages,372,31,10,20.13,2
939,Product_939,Vegetables,374,34,17,476.59,2
940,Product_940,Dairy,190,10,4,475.11,1
941,Product_941,Snacks,329,47,38,392.56,2
942,Product_942,Bakery,150,25,17,467.13,2
943,Product_943,Dairy,96,24,40,98.3,3
944,Product_944,Vegetables,312,39,1,69.79,2
945,Product_945,Dairy,741,39,34,405.46,1
946,Product_946,Dairy,319,29,13,114.56,3
947,Product_947,Dairy,100,20,17,353.57,2
948,Product_948,Bakery,216,12,47,223.31,3
949,Product_949,Beverages,19,1,3,246.43,3
950,Product_950,Snacks,216,36,18,17.87,2
951,Product_951,Beverages,215,43,40,400.8,3
952,Product_952,Bakery,528,33,34,224.45,1
953,Product_953,Snacks,32,4,57,271.8,2
954,Product_954,Bakery,120,40,5,362.04,2
955,Product_955,Dairy,60,6,13,481.14,3
956,Product_956,Snacks,490,35,16,74.54,1
957,Product_957,Beverages,60,10,44,152.12,1
958,Product_958,Vegetables,154,22,8,132.73,3
959,Product_959,Beverages,54,3,55,453.98,2
960,Product_960,Snacks,324,18,8,35.4,3
961,Product_961,Snacks,686,49,53,160.32,2
962,Product_962,Bakery,378,27,17,468.15,3
963,Product_963,Fruits,80,5,5,43.49,3
964,Product_964,Dairy,594,33,41,345.87,2
965,Product_965,Snacks,20,5,30,193.22,2
966,Product_966,Dairy,12,4,13,394.58,3
967,Product_967,Bakery,119,7,23,107.51,1
968,Product_968,Dairy,228,19,41,490.38,2
969,Product_969,Beverages,312,26,17,60.53,2
970,Product_970,Bakery,55,5,5,103.01,1
971,Product_971,Dairy,220,20,49,179.8,1
972,Product_972,Snacks,108,12,59,306.69,3
973,Product_973,Bakery,170,34,16,319.04,2
974,Product_974,Snacks,288,24,38,484.58,1
975,Product_975,Snacks,387,43,27,47.04,3
976,Product_976,Snacks,418,38,54,350.94,3
977,Product_977,Fruits,95,19,47,281.16,2
978,Product_978,Fruits,170,34,6,132.94,3
979,Product_979,Beverages,110,10,33,339.31,1
980,Product_980,Frozen,66,6,59,142.84,2
981,Product_981,Beverages,12,2,1,67.36,3
982,Product_982,Frozen,300,25,53,472.92,2
983,Product_983,Frozen,396,22,21,109.29,3
984,Product_984,Frozen,132,22,34,193.04,3
985,Product_985,Dairy,135,45,49,198.95,2
986,Product_986,Bakery,133,7,9,230.62,1
987,Product_987,Fruits,12,1,36,365.61,3
988,Product_988,Snacks,552,46,32,339.51,1
989,Product_989,Beverages,384,48,17,254.04,3
990,Product_990,Snacks,135,27,52,376.71,1
991,Product_991,Snacks,425,25,15,410.45,3
992,Product_992,Fruits,171,9,43,322.47,1
993,Product_993,Dairy,630,42,40,330.46,2
994,Product_994,Snacks,391,23,32,456.65,1
995,Product_995,Frozen,528,33,5,47.8,3
996,Product_996,Dairy,340,34,11,234.88,1
997,Product_997,Frozen,9,3,11,301.45,2
998,Product_998,Snacks,540,30,55,420.86,1
999,Product_999,Dairy,228,38,59,148.82,1
1000,Product_1000,Bakery,230,46,10,261.67,1
1001,Product_1001,Fruits,432,27,8,43.54,2
1002,Product_1002,Snacks,798,42,9,111.05,2
1003,Product_1003,Frozen,387,43,49,433.94,1
1004,Product_1004,Beverages,231,33,9,27.15,3
1005,Product_1005,Beverages,84,21,58,131.71,3
1006,Product_1006,Vegetables,380,38,36,272.16,2
1007,Product_1007,Frozen,301,43,15,41.36,1
1008,Product_1008,Bakery,442,34,58,20.74,1
1009,Product_1009,Vegetables,36,4,43,250.64,2
1010,Product_1010,Beverages,68,4,1,384.58,3
1011,Product_1011,Dairy,112,14,50,210.3,2
1012,Product_1012,Beverages,304,38,21,88.63,2
1013,Product_1013,Fruits,95,5,10,471.84,2
1014,Product_1014,Frozen,35,7,45,414.98,2
1015,Product_1015,Frozen,95,19,4,151.7,1
1016,Product_1016,Snacks,56,4,27,262.35,3
1017,Product_1017,Beverages,345,23,55,115.87,1
1018,Product_1018,Vegetables,224,32,36,319.79,3
1019,Product_1019,Frozen,588,49,58,471.15,3
1020,Product_1020,Fruits,627,33,21,452.74,3
1021,Product_1021,Dairy,90,6,35,180.96,3
1022,Product_1022,Snacks,287,41,42,443.34,1
1023,Product_1023,Fruits,216,12,3,213.11,2
1024,Product_1024,Frozen,242,22,29,235.0,3
1025,Product_1025,Fruits,345,23,32,350.04,2
1026,Product_1026,Fruits,846,47,23,220.51,2
1027,Product_1027,Bakery,160,40,37,368.88,2
1028,Product_1028,Bakery,54,18,30,19.37,2
1029,Product_1029,Frozen,516,43,51,128.35,3
1030,Product_1030,Bakery,170,10,51,118.96,3
1031,Product_1031,Bakery,108,9,28,162.39,3
1032,Product_1032,Dairy,663,39,54,141.12,3
1033,Product_1033,Fruits,150,15,43,282.87,1
1034,Product_1034,Dairy,141,47,33,275.04,1
1035,Product_1035,Bakery,100,10,47,379.26,3
1036,Product_1036,Fruits,116,29,51,277.88,3
1037,Product_1037,Frozen,4,1,29,270.93,2
1038,Product_1038,Bakery,234,13,49,252.89,1
1039,Product_1039,Fruits,261,29,24,349.12,2
1040,Product_1040,Snacks,105,7,5,384.75,1
1041,Product_1041,Dairy,27,3,58,258.82,3
1042,Product_1042,Dairy,19,1,17,430.08,3
1043,Product_1043,Vegetables,51,3,29,317.93,1
1044,Product_1044,Beverages,576,32,25,368.35,3
1045,Product_1045,Snacks,27,9,29,412.48,1
1046,Product_1046,Snacks,176,16,51,72.42,2
1047,Product_1047,Fruits,369,41,14,260.18,2
1048,Product_1048,Beverages,76,19,41,442.45,1
1049,Product_1049,Dairy,39,3,53,210.77,2
1050,Product_1050,Beverages,720,40,2,42.82,3
1051,Product_1051,Vegetables,176,22,12,99.04,2
1052,Product_1052,Beverages,240,40,15,42.62,3
1053,Product_1053,Vegetables,735,49,18,193.98,3
1054,Product_1054,Fruits,765,45,20,498.62,3
1055,Product_1055,Vegetables,210,42,19,44.3,1
1056,Product_1056,Fruits,140,14,59,356.25,1
1057,Product_1057,Dairy,52,4,58,181.47,1
1058,Product_1058,Beverages,416,32,2,334.23,2
1059,Product_1059,Fruits,539,49,28,319.67,1
1060,Product_1060,Bakery,578,34,48,42.57,2
1061,Product_1061,Beverages,88,8,58,278.54,1
1062,Product_1062,Dairy,720,48,39,341.96,2
1063,Product_1063,Snacks,85,17,37,111.55,1
1064,Product_1064,Snacks,396,44,28,105.54,1
1065,Product_1065,Vegetables,224,28,29,87.75,2
1066,Product_1066,Snacks,80,16,21,330.53,2
1067,Product_1067,Beverages,432,36,37,275.41,3
1068,Product_1068,Snacks,588,42,42,213.34,3
1069,Product_1069,Snacks,198,11,8,298.37,2
1070,Product_1070,Beverages,600,40,59,432.14,1
1071,Product_1071,Vegetables,420,30,10,258.46,1
1072,Product_1072,Fruits,270,15,17,296.49,3
1073,Product_1073,Bakery,228,12,38,271.29,2
1074,Product_1074,Fruits,24,3,3,321.82,2
1075,Product_1075,Beverages,15,1,32,103.55,2
1076,Product_1076,Fruits,690,46,27,301.7,3
1077,Product_1077,Vegetables,264,22,39,390.63,1
1078,Product_1078,Frozen,90,15,32,382.82,3
1079,Product_1079,Frozen,42,6,20,190.49,2
1080,Product_1080,Vegetables,280,28,1,237.36,1
1081,Product_1081,Vegetables,176,22,21,445.35,2
1082,Product_1082,Vegetables,105,15,56,430.48,2
1083,Product_1083,Beverages,384,48,25,449.98,1
1084,Product_1084,Fruits,360,40,40,336.72,2
1085,Product_1085,Beverages,72,18,8,132.01,2
1086,Product_1086,Dairy,684,38,27,499.46,3
1087,Product_1087,Dairy,516,43,3,498.84,3
1088,Product_1088,Vegetables,595,35,16,211.48,3
1089,Product_1089,Vegetables,245,49,52,446.94,3
1090,Product_1090,Bakery,273,21,30,163.26,1
1091,Product_1091,Bakery,240,48,22,17.05,1
1092,Product_1092,Fruits,266,14,32,161.39,2
1093,Product_1093,Bakery,195,15,58,286.06,2
1094,Product_1094,Dairy,112,16,21,207.14,3
1095,Product_1095,Beverages,114,19,29,380.8,1
1096,Product_1096,Dairy,172,43,10,77.83,1
1097,Product_1097,Bakery,450,25,19,435.52,1
1098,Product_1098,Dairy,176,11,34,177.53,2
1099,Product_1099,Snacks,35,5,51,227.1,2
1100,Product_1100,Dairy,76,4,42,360.4,3
1101,Product_1101,Dairy,400,25,11,475.11,2
1102,Product_1102,Beverages,234,18,21,319.51,2
1103,Product_1103,Fruits,253,23,59,351.6,1
1104,Product_1104,Fruits,492,41,22,86.54,1
1105,Product_1105,Fruits,42,7,1,97.88,1
1106,Product_1106,Beverages,204,12,17,420.31,3
1107,Product_1107,Vegetables,252,14,33,308.75,2
1108,Product_1108,Beverages,731,43,12,232.89,3
1109,Product_1109,Snacks,160,20,3,323.13,3
1110,Product_1110,Dairy,390,26,13,296.4,3
1111,Product_1111,Snacks,392,49,2,461.44,1
1112,Product_1112,Frozen,338,26,8,56.51,1
1113,Product_1113,Vegetables,430,43,29,217.43,1
1114,Product_1114,Snacks,570,30,20,441.68,3
1115,Product_1115,Beverages,256,16,43,113.5,2
1116,Product_1116,Beverages,765,45,56,106.36,3
1117,Product_1117,Snacks,253,23,35,108.27,2
1118,Product_1118,Fruits,444,37,17,315.09,3
1119,Product_1119,Fruits,136,8,31,390.2,3
1120,Product_1120,Frozen,414,46,53,487.92,3
1121,Product_1121,Fruits,931,49,42,469.6,2
1122,Product_1122,Fruits,304,19,11,396.81,1
1123,Product_1123,Vegetables,98,7,58,122.39,3
1124,Product_1124,Frozen,160,20,24,59.48,3
1125,Product_1125,Frozen,105,15,20,486.81,1
1126,Product_1126,Bakery,400,40,40,14.27,1
1127,Product_1127,Frozen,230,23,11,169.86,2
1128,Product_1128,Bakery,96,8,39,189.14,2
1129,Product_1129,Beverages,540,36,32,487.93,1
1130,Product_1130,Vegetables,156,26,31,390.63,1
1131,Product_1131,Vegetables,152,38,31,158.19,1
1132,Product_1132,Dairy,448,28,32,86.43,2
1133,Product_1133,Bakery,456,38,40,158.78,3
1134,Product_1134,Snacks,120,24,44,144.08,1
1135,Product_1135,Snacks,437,23,1,235.2,2
1136,Product_1136,Fruits,372,31,57,360.44,2
1137,Product_1137,Fruits,374,34,22,365.25,1
1138,Product_1138,Frozen,672,48,40,335.46,1
1139,Product_1139,Bakery,714,42,15,273.63,2
1140,Product_1140,Snacks,585,39,17,384.93,1
1141,Product_1141,Bakery,600,40,16,331.47,3
1142,Product_1142,Dairy,168,12,38,420.73,3
